ROWNUM	COUNTY	YEAR	ROUTE	DATE1	DATE2	HABHM	HABP	HABO	HABB	HABCH	VEHICLES	DCCO	GBHE	GRHE	BLVU	TUVU	CAGO	WODU	MALL	OSPR	SSHA	COHA	acsp	RSHA	BWHA	RTHA	WITU	NOBO	KILL	ROPI	MODO	YBCU	EASO	GHOW	BAOW	CONI	CWWI	WPWI	CHSW	RTHU	BEKI	RHWO	RBWO	DOWO	HAWO	NOFL	PIWO	EAWP	ACFL	WIFL	EAPH	GCFL	EAKI	LOSH	WEVI	YTVI	BHVI	WAVI	REVI	BLJA	AMCR	FICR	PUMA	TRSW	NRWS	CLSW	BARS	CACH	TUTI	WBNU	BHNU	CARW	HOWR	BGGN	EABL	WOTH	AMRO	GRCA	NOMO	BRTH	EUST	CEDW	NOPA	YEWA	YTWA	PIWA	PRAW	BAWW	AMRE	PROW	OVEN	LOWA	KEWA	COYE	HOWA	YBCH	SUTA	SCTA	EATO	CHSP	FISP	GRSP	SOSP	NOCA	BLGR	INBU	DICK	RWBL	EAME	COGR	BHCO	OROR	BAOR	HOFI	AMGO	HOSP	SPX1	SPX2	TOTALRT
260	CHATHAM 	2006	10	6/24	55	0.325	0	0.275	0.3	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	2	0	0	0	5	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	8	0	17	0	0	0	0	0	1	3	2	0	0	20	0	3	6	5	1	0	3	0	0	0	0	0	0	1	1	0	1	0	2	0	0	4	0	4	2	3	0	3	2	0	0	12	2	10	0	0	0	0	0	0	0	0	0	1	0	0	137
261	CHATHAM 	2006	11	5/17	17	0.325	0.075	0.15	0.325	0.05	59	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	1	0	10	3	0	1	0	0	0	2	1	0	0	0	12	1	0	1	0	6	0	0	4	2	0	0	2	0	0	0	17	3	18	0	0	0	0	0	0	1	10	1	1	29	1	6	2	0	0	0	3	1	1	10	1	0	1	4	5	1	0	0	6	0	0	7	3	9	0	1	6	3	0	0	0	13	0	29	0	2	0	8	2	0	0	0	2	0	0	0	258
262	CHATHAM 	2006	12	6/18	49	0.4	0	0.2	0.3	0	12	0	1	0	0	0	4	0	0	0	0	0	0	3	0	0	0	2	0	0	7	5	0	0	0	0	0	0	0	0	0	2	8	2	3	0	1	5	0	0	3	3	0	0	0	0	0	0	5	3	34	0	1	0	0	0	9	2	6	5	0	18	0	5	14	7	4	0	13	1	1	0	0	0	0	0	0	0	0	0	2	0	0	5	0	4	4	1	3	14	0	0	0	26	2	11	0	11	5	13	3	0	0	1	6	2	0	0	290
263	CHATHAM 	2006	13	6/24	55	0.075	0	0.2	0.55	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	28	0	0	0	0	0	0	2	0	2	0	2	0	0	1	1	10	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	29	0	0	0	1	0	4	1	0	0	4	2	0	3	0	140
264	CHATHAM 	2006	14	5/21	21	0.375	0.225	0.1	0.25	0	21	0	3	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3	0	0	0	2	0	0	8	0	0	0	10	1	1	0	0	2	0	0	1	0	2	0	0	0	0	0	1	3	17	2	3	0	0	0	0	5	10	0	0	22	1	4	10	1	3	0	3	1	4	0	1	0	0	12	0	1	0	0	1	0	0	0	0	0	2	1	6	7	0	0	0	22	6	9	0	0	0	8	11	0	0	7	5	0	1	1	251
265	CHATHAM 	2006	TOTALSP	X	630	0.239285714	0.058928571	0.164285714	0.282142857	0.008928571	511	0	7	4	1	9	19	1	7	1	0	0	0	12	1	1	0	6	4	0	185	34	0	1	0	2	1	7	39	8	0	2	85	28	6	8	11	50	5	0	28	21	17	0	8	6	0	0	109	59	398	14	18	0	1	0	43	60	114	12	7	308	2	85	95	74	47	6	106	19	45	10	10	0	13	111	15	6	1	0	39	1	1	38	13	58	39	33	97	135	10	3	0	348	44	182	0	25	55	87	39	9	0	21	99	6	4	1	3800
266	CHATHAM 	2006	FREQSP	X	14	X	X	X	X	X	14	0	5	4	1	3	3	1	2	1	0	0	0	6	1	1	0	4	4	0	14	13	0	1	0	1	1	4	8	4	0	1	13	11	4	6	6	12	3	0	12	8	6	0	4	5	0	0	13	12	14	4	4	0	1	0	8	14	13	6	5	14	2	12	14	13	10	3	14	10	9	1	6	0	4	12	7	4	1	0	12	1	1	8	6	12	11	12	13	14	6	1	0	14	9	13	0	7	7	13	10	5	0	5	13	3	2	1	14
267	CHATHAM 	2007	1	6/17	48	0.375	0.125	0.125	0.35	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	1	0	0	1	0	13	1	0	0	0	0	0	1	0	0	0	0	13	4	0	0	1	4	1	0	1	0	1	0	0	0	0	0	4	1	24	5	0	0	1	0	0	16	10	0	1	21	0	15	2	9	0	0	9	1	6	0	5	0	0	21	0	0	0	0	6	0	0	0	2	1	1	2	6	4	0	0	0	39	0	10	0	0	1	3	3	0	0	0	6	0	0	0	283
268	CHATHAM 	2007	2	5/20	20	0.325	0.15	0.1	0.35	0.025	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	2	0	0	4	0	0	0	0	6	3	0	0	0	1	2	0	3	1	0	0	1	0	0	0	6	0	34	1	0	0	0	0	0	15	12	1	0	15	0	18	4	8	7	3	3	2	0	0	0	0	2	16	7	0	0	0	1	0	0	3	0	5	9	3	13	5	4	0	0	18	2	17	0	10	0	3	2	0	0	1	19	0	0	0	302
269	CHATHAM 	2007	3	6/17	48	0.125	0.2	0.225	0.225	0.1	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	5	3	0	0	0	0	2	0	2	0	0	0	6	0	0	1	0	0	0	0	1	4	0	0	1	0	2	0	8	0	8	0	2	0	0	0	0	5	8	1	3	25	0	2	5	3	8	2	9	5	0	0	0	0	0	11	4	0	0	0	5	0	0	6	0	9	8	0	5	15	2	0	0	0	10	12	0	1	1	3	0	8	0	0	4	1	0	0	230
270	CHATHAM 	2007	4	5/28	28	0.275	0.075	0.225	0.35	0	3	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	13	2	0	0	0	0	0	1	7	0	0	0	4	3	0	2	0	9	3	0	1	4	2	0	2	0	0	0	6	5	33	0	0	0	0	0	10	7	8	2	0	13	0	15	11	6	1	0	7	1	3	0	1	0	0	2	5	0	0	0	5	0	0	3	0	8	3	0	9	15	1	0	0	21	3	13	0	2	1	14	4	0	0	0	2	1	0	0	299
271	CHATHAM 	2007	5	6/24	55	0.325	0	0.35	0.275	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	10	0	0	0	0	0	0	2	0	0	0	12	2	0	0	0	11	0	0	6	8	3	0	0	1	0	0	8	3	48	0	54	0	0	0	3	2	5	0	0	13	0	3	16	9	9	0	28	0	42	0	0	0	0	3	0	0	1	0	3	0	0	4	0	5	6	0	3	22	0	1	0	34	7	19	0	2	14	4	6	2	0	6	13	0	0	0	471
272	CHATHAM 	2007	6	6/17	48	0.125	0.025	0.35	0.475	0.1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	2	0	0	0	0	0	0	2	1	0	0	6	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	5	30	0	0	0	0	0	0	4	1	0	5	23	0	5	14	0	1	0	22	2	7	0	0	0	0	6	0	0	0	0	1	0	0	0	0	4	0	0	11	10	2	0	0	14	1	21	0	7	11	22	4	0	0	0	0	10	0	0	272
273	CHATHAM 	2007	7	6/23	54	0.375	0.075	0.15	0.1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	15	0	0	0	1	0	0	0	2	1	0	0	6	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	23	6	26	0	0	0	0	0	1	4	3	1	0	16	0	9	6	12	0	0	6	7	0	0	0	0	0	8	1	0	0	0	4	0	0	2	0	7	11	1	9	5	0	2	0	37	3	19	0	6	9	4	1	0	0	2	6	0	0	0	293
274	CHATHAM 	2007	8	6/17	48	0.25	0	0.4	0.1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	16	9	0	0	0	0	0	1	0	0	0	0	8	2	0	0	0	5	1	0	2	0	2	0	2	0	0	0	9	2	29	0	0	0	0	0	5	1	4	2	1	2	0	5	20	10	0	0	5	0	0	0	1	0	5	9	3	0	0	0	2	0	0	3	1	8	0	0	0	16	0	0	0	26	1	6	0	0	2	4	1	0	0	0	5	0	0	0	240
275	CHATHAM 	2007	9	6/24	55	0.275	0.075	0	0.5	0.075	20	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	5	8	0	0	0	0	0	0	5	2	0	0	4	2	0	0	1	4	2	0	0	7	1	0	2	1	0	0	20	11	45	0	0	0	0	0	0	5	8	2	6	37	0	11	18	14	2	0	3	2	0	0	2	1	0	10	2	0	0	0	3	0	0	2	3	4	7	3	17	8	1	0	0	32	0	5	0	0	0	0	3	0	0	4	20	0	0	0	357
276	CHATHAM 	2007	10	6/24	55	0.275	0	0.275	0.325	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	15	3	0	0	0	0	0	0	1	0	1	0	5	0	0	0	0	2	0	0	1	4	0	0	0	0	0	0	5	2	17	0	0	0	0	0	1	1	3	0	0	6	0	5	1	6	0	2	7	0	1	0	0	0	0	1	2	0	0	0	2	0	0	3	0	5	0	1	0	6	1	0	0	20	6	9	0	0	0	3	1	0	0	0	10	0	0	0	164
277	CHATHAM 	2007	11	5/24	24	0.4	0.075	0.1	0.325	0	13	0	0	0	0	0	3	0	0	0	0	1	0	3	0	0	0	0	0	0	25	2	0	1	0	0	0	2	4	0	0	0	7	0	0	1	0	5	0	0	2	4	3	0	3	1	0	0	12	6	37	0	0	0	0	0	1	5	10	0	1	30	0	8	4	1	0	1	3	1	0	0	0	0	2	1	5	1	0	1	3	0	0	7	3	10	4	0	2	7	0	0	0	18	0	14	0	2	3	17	4	0	0	0	1	0	0	0	292
278	CHATHAM 	2007	12	6/17	48	0.375	0	0.275	0.3	0	14	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	2	0	0	0	0	0	0	3	0	0	0	11	1	1	0	0	6	1	0	4	1	0	0	2	4	0	0	2	4	23	0	0	0	1	0	24	0	2	1	0	13	0	4	10	5	7	0	12	4	2	0	0	0	0	0	0	0	0	0	2	1	0	3	0	4	1	1	3	14	2	0	1	18	4	13	0	6	2	5	1	1	0	3	4	2	0	0	269
279	CHATHAM 	2007	13	7/15	76	0.225	0.025	0.1	0.375	0	23	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	1	11	1	0	0	0	0	0	0	20	1	0	0	1	2	0	0	1	0	1	0	0	0	0	0	1	0	0	0	6	1	15	0	0	0	0	0	7	2	4	0	0	35	2	0	9	5	15	7	9	0	16	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	3	1	9	9	0	1	3	22	8	12	0	0	3	2	0	1	0	17	12	2	0	0	289
280	CHATHAM 	2007	14	6/10	41	0.375	0.225	0.1	0.25	0	17	0	1	0	0	1	2	0	0	1	0	0	0	0	2	0	0	0	0	2	21	2	0	0	0	0	0	0	11	0	0	0	4	1	0	0	0	2	0	0	2	1	1	0	0	0	1	0	0	1	15	1	6	0	0	0	4	4	1	0	4	14	0	3	1	1	2	0	4	1	4	0	1	0	0	5	0	0	0	0	0	0	0	1	0	0	3	0	3	10	0	0	0	24	4	6	0	0	0	51	4	0	0	3	2	0	0	0	238
281	CHATHAM 	2007	TOTALSP	X	648	0.285416667	0.075	0.222916667	0.289583333	0.01875	161	0	1	1	15	8	7	0	1	1	0	2	0	10	3	2	0	13	4	6	184	45	0	1	3	0	2	9	59	5	1	0	93	20	1	4	3	59	11	0	23	34	13	0	16	9	3	0	111	47	384	7	62	0	2	0	56	71	79	10	21	263	2	103	121	89	52	15	127	26	81	0	10	1	9	93	29	1	1	1	37	1	0	39	9	74	56	12	90	146	13	4	4	323	49	176	0	36	47	135	34	12	0	36	104	16	0	0	3999
282	CHATHAM 	2007	FREQSP	X	14	X	X	X	X	X	14	0	1	1	1	4	3	0	1	1	0	2	0	6	2	2	0	6	3	3	14	12	0	1	2	0	1	5	11	4	1	0	14	9	1	3	3	12	7	0	10	9	7	0	9	5	2	0	13	12	14	3	3	0	2	0	9	13	14	7	7	14	1	13	14	13	9	5	14	10	8	0	5	1	3	12	8	1	1	1	12	1	0	12	4	13	11	7	12	14	7	3	2	13	11	14	0	8	10	13	12	4	0	7	13	5	0	0	14
283	CHATHAM 	2008	1	5/25	25	0.375	0.125	0.125	0.35	0	38	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	9	1	0	2	2	4	1	0	0	2	2	0	1	0	0	0	2	3	35	1	0	0	2	0	0	11	15	5	4	7	0	14	4	6	1	0	5	1	8	0	1	0	4	29	3	0	0	0	5	0	0	4	3	2	8	0	5	8	0	0	0	35	0	6	0	0	0	2	3	0	0	0	5	0	0	0	284
284	CHATHAM 	2008	2	5/25	25	0.325	0.125	0.1	0.375	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	15	1	0	0	2	0	0	1	1	0	0	0	7	5	1	0	0	6	0	0	1	2	0	0	4	0	0	0	8	4	35	1	0	0	0	0	1	12	10	1	3	16	0	14	3	4	2	0	5	3	0	0	3	0	1	14	6	0	0	0	3	0	3	5	2	3	6	0	15	10	2	0	0	22	1	12	0	0	0	8	5	0	0	5	6	0	0	0	305
285	CHATHAM 	2008	3	6/15	46	0.15	0.225	0.225	0.2	0.1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	8	3	0	0	0	0	3	2	4	0	0	0	5	1	0	0	0	0	1	0	2	6	0	0	0	0	0	0	9	2	6	0	0	0	0	0	0	3	9	0	0	14	0	1	3	10	6	5	7	3	0	0	0	0	0	21	1	0	0	0	3	0	0	3	0	9	8	3	5	10	2	0	0	15	15	15	0	2	0	1	0	5	0	0	0	0	0	0	235
286	CHATHAM 	2008	4	5/18	18	0.3	0.075	0.225	0.35	0.025	5	0	2	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	1	0	14	0	0	0	1	0	1	3	1	0	0	0	7	0	0	1	0	7	0	0	1	3	1	0	1	0	0	0	7	4	27	0	0	0	1	0	2	8	16	0	0	10	0	9	7	7	3	0	2	0	2	32	1	0	1	4	2	1	0	0	4	0	0	4	1	12	2	0	5	9	2	0	0	17	0	9	0	1	2	4	2	0	0	0	7	0	0	0	278
287	CHATHAM 	2008	5	6/8	39	0.05	0	0.575	0.325	0	10	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	36	0	0	0	0	0	0	0	5	0	0	0	6	0	0	0	4	9	0	0	1	6	2	0	0	3	0	0	5	7	42	0	5	0	0	0	4	1	15	0	2	12	0	3	11	5	4	2	25	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	9	3	2	2	3	17	2	21	0	0	21	27	5	0	0	0	6	12	0	0	359
288	CHATHAM 	2008	6	6/1	32	0.125	0	0.325	0.5	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	1	0	0	0	0	0	0	2	0	0	0	3	7	0	1	0	5	0	0	2	1	1	0	0	2	0	0	6	0	36	0	0	0	1	0	3	3	6	0	0	24	0	6	3	3	10	0	7	0	3	0	0	0	0	7	1	0	0	0	1	0	0	0	0	3	1	1	12	13	1	0	0	35	1	28	0	5	18	14	1	0	0	0	8	3	0	0	309
289	CHATHAM 	2008	7	6/8	39	0.375	0.075	0.125	0.125	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	7	0	0	22	4	0	0	0	0	0	0	1	1	0	0	10	2	0	1	0	4	3	0	0	0	2	1	0	2	0	0	18	7	24	0	0	0	0	0	1	3	10	0	0	15	0	10	5	11	1	0	8	2	1	0	1	0	1	16	0	0	0	0	7	2	1	3	1	4	6	0	5	6	1	2	0	25	3	14	0	3	5	9	2	0	0	2	4	0	0	0	302
290	CHATHAM 	2008	8	6/15	45	0.3	0	0.1	0.4	0.05	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	28	1	0	0	1	0	0	1	0	1	0	0	3	0	0	1	0	4	0	0	6	3	3	0	0	1	0	0	8	0	32	0	0	0	0	0	10	4	9	0	0	6	0	13	3	8	5	1	6	0	2	0	0	0	1	11	2	0	0	0	5	0	0	9	0	10	3	0	8	15	0	0	0	26	2	10	0	0	7	11	1	1	0	0	11	0	0	0	296
291	CHATHAM 	2008	9	6/5	36	0.3	0.075	0	0.475	0.075	43	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	20	4	0	0	0	0	0	0	2	1	0	0	10	5	0	1	0	4	4	0	5	3	0	0	5	2	0	0	15	5	48	2	0	0	0	0	0	12	23	4	1	35	0	26	12	11	4	1	1	2	0	0	0	0	0	16	3	0	0	0	3	1	0	1	1	7	9	7	14	11	1	0	0	36	3	10	0	3	0	0	2	0	0	6	14	0	1	0	422
292	CHATHAM 	2008	10	6/1	32	0.3	0	0.275	0.325	0	12	0	3	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	12	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	4	0	0	1	1	0	0	1	0	0	0	8	1	14	1	0	0	0	0	0	4	1	1	0	5	0	7	3	2	1	1	4	1	1	0	1	0	1	1	4	0	0	0	2	0	0	0	0	10	2	0	5	8	1	0	0	10	2	9	0	1	0	2	1	1	0	0	4	0	0	0	156
293	CHATHAM 	2008	11	5/20	20	0.4	0.075	0.1	0.325	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	14	0	0	0	0	0	0	1	0	0	0	0	8	0	0	2	1	9	0	0	2	7	0	0	5	0	0	0	17	2	32	0	0	0	0	0	2	6	12	0	2	19	0	7	4	1	0	1	2	0	0	0	1	0	1	3	0	0	1	0	6	0	0	10	1	10	3	1	2	7	1	0	0	9	2	11	0	1	4	10	2	3	0	3	5	0	0	0	256
294	CHATHAM 	2008	12	6/15	46	0.375	0	0.25	0.3	0	9	0	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	19	2	0	0	0	0	0	0	1	1	0	0	7	4	0	0	0	11	0	0	3	3	3	0	1	1	0	0	5	5	18	0	0	0	1	0	15	3	11	0	0	5	0	6	14	7	5	0	15	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	2	2	1	3	13	1	0	0	17	6	8	0	6	6	3	3	3	0	1	2	0	0	0	257
295	CHATHAM 	2008	13	5/25	25	0.15	0	0.15	0.425	0	174	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	13	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1	0	0	5	0	1	0	1	0	0	0	1	2	34	2	1	0	0	0	0	4	10	0	0	12	1	4	13	1	6	3	13	2	10	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	13	36	0	0	1	30	2	5	0	4	1	37	6	0	0	10	8	6	0	0	322
296	CHATHAM 	2008	14	5/26	26	0.375	0.225	0.1	0.25	0	28	7	10	0	0	0	11	0	3	1	0	0	0	3	0	0	0	0	0	2	5	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	1	2	0	0	3	3	0	0	2	0	0	0	2	0	18	7	3	0	0	0	1	4	10	0	0	16	0	2	4	0	2	0	2	2	7	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	5	4	0	0	0	20	2	2	0	0	0	10	3	0	0	6	4	0	0	0	207
297	CHATHAM 	2008	TOTALSP	X	454	0.228571429	0.060714286	0.183928571	0.280357143	0.0125	357	7	21	0	4	4	28	0	3	1	1	0	0	8	2	2	2	12	10	3	232	21	0	0	4	0	4	8	36	4	0	0	83	25	1	9	9	70	9	0	32	40	15	1	21	11	0	0	111	42	401	14	9	0	5	0	39	78	157	11	12	196	1	122	89	76	50	14	102	20	34	32	9	0	11	128	22	1	1	0	43	3	4	44	9	75	55	13	106	153	14	4	4	314	41	160	0	26	64	138	36	13	0	33	84	21	1	0	3988
298	CHATHAM 	2008	FREQSP	X	14	X	X	X	X	X	13	1	8	0	2	3	8	0	1	1	1	0	0	5	2	2	1	3	6	2	14	8	0	0	3	0	2	5	10	4	0	0	13	7	1	7	5	13	4	0	12	12	8	1	9	6	0	0	14	11	14	6	3	0	4	0	9	14	14	4	5	14	1	14	14	13	13	7	14	9	8	1	7	0	8	12	8	1	1	0	12	2	2	10	6	13	13	5	14	14	10	2	2	14	12	14	0	9	8	13	13	5	0	7	13	3	1	0	14
299	CHATHAM 	2009	1	6/11	42	0.375	0.125	0.125	0.35	0	203	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	1	0	0	4	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	7	1	0	0	0	0	0	4	9	1	3	6	0	15	3	3	0	0	4	0	0	0	4	0	3	13	2	0	0	0	5	0	0	2	3	1	1	4	5	5	0	0	0	25	0	14	0	0	0	5	5	0	0	0	1	0	0	0	181
300	CHATHAM 	2009	2	5/31	31	0.3	0.125	0.075	0.35	0.075	74	0	3	1	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	28	1	0	0	1	0	0	1	6	0	0	0	3	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	5	1	21	1	0	0	2	0	1	9	16	6	4	25	1	21	2	6	3	0	5	1	0	0	0	0	0	15	4	0	0	0	2	0	0	2	3	3	7	3	9	10	0	0	0	26	2	8	0	0	0	4	7	0	0	0	5	0	0	0	299
301	CHATHAM 	2009	3	6/21	52	0.15	0.225	0.2	0.2	0.025	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	15	2	0	0	0	0	1	0	1	0	0	0	2	2	0	0	0	4	1	0	2	6	2	0	1	0	1	0	11	1	5	0	0	0	1	0	0	1	13	0	0	46	0	0	1	2	7	0	12	1	120	0	0	0	0	20	0	0	0	0	5	0	0	7	1	6	7	0	8	6	1	0	0	16	9	17	0	0	0	6	2	2	0	3	0	0	0	0	381
302	CHATHAM 	2009	4	6/7	38	0.25	0.075	0.225	0.4	0.1	3	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	11	3	0	0	0	0	1	2	2	0	0	0	7	1	0	0	0	7	0	0	2	6	0	0	2	0	0	0	7	6	35	0	0	0	2	0	3	3	16	2	0	19	0	12	9	5	0	0	6	1	1	0	1	0	1	5	3	2	0	0	3	0	0	5	0	7	2	0	2	17	1	0	0	17	3	11	0	3	2	10	7	2	0	0	6	1	0	0	288
303	CHATHAM 	2009	5	6/14	45	0.05	0	0.225	0.675	0	0	0	0	1	3	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	37	16	0	0	0	0	0	0	4	2	0	0	12	1	0	0	1	17	0	0	3	10	1	0	2	0	0	0	5	12	58	0	43	0	1	0	7	10	10	3	0	16	0	17	32	6	4	0	23	1	29	0	1	0	0	3	0	0	0	0	4	0	0	1	0	3	7	0	3	33	0	1	0	29	14	15	0	1	14	4	11	0	0	8	5	6	0	0	555
304	CHATHAM 	2009	6	6/21	52	0.125	0	0.225	0.575	0.025	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	1	0	0	1	0	0	0	3	0	0	0	3	0	0	0	3	9	1	0	2	3	1	0	1	0	0	0	1	6	54	1	0	0	0	0	2	2	8	0	1	18	0	2	28	2	6	0	24	2	0	0	0	0	2	4	1	0	0	0	1	1	0	1	0	2	0	0	9	16	3	1	0	25	3	23	0	4	11	33	2	0	0	0	6	0	0	0	355
305	CHATHAM 	2009	7	6/28	59	0.375	0.075	0.125	0.125	0	1	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	34	4	0	0	0	0	0	2	4	2	0	0	11	0	0	1	4	3	1	0	2	2	0	0	0	1	0	0	15	8	30	0	3	0	0	0	2	2	6	1	0	16	0	9	15	11	0	0	8	1	1	0	3	0	0	7	1	0	0	0	4	0	0	4	1	5	8	1	4	6	1	2	0	26	4	23	0	3	4	3	3	0	0	0	3	0	0	0	321
306	CHATHAM 	2009	8	5/17	17	0.3	0	0.15	0.35	0	7	0	0	1	0	0	10	0	0	0	0	0	0	2	0	1	1	0	0	0	26	1	0	0	0	0	1	1	2	1	0	0	8	0	0	0	0	1	1	0	1	3	1	0	1	0	0	0	5	3	29	0	2	0	0	0	0	0	6	0	0	11	0	9	5	5	11	0	4	2	2	0	2	0	0	2	5	1	0	0	4	0	0	3	0	9	4	0	10	17	0	0	0	26	0	4	0	0	4	4	3	0	0	0	13	0	0	0	268
307	CHATHAM 	2009	9	6/27	58	0.375	0.075	0	0.475	0	X	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	13	4	0	0	0	0	0	0	3	1	0	1	10	1	0	0	1	5	1	0	1	3	0	0	0	1	0	0	15	11	54	2	0	0	0	0	0	25	28	0	3	52	0	26	19	2	2	0	3	3	0	0	2	0	0	23	2	0	0	0	4	0	0	1	0	3	10	10	10	14	0	0	0	49	1	14	0	0	0	5	1	0	0	2	10	0	0	0	455
308	CHATHAM 	2009	10	6/21	52	0.3	0	0.275	0.325	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	2	4	0	0	4	3	1	0	0	0	0	0	5	0	16	6	0	0	0	0	0	1	0	0	0	5	0	3	3	2	4	0	6	1	15	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	4	0	1	10	2	0	0	11	4	3	0	0	1	3	2	0	0	2	1	0	0	0	143
309	CHATHAM 	2009	11	5/25	25	0.4	0.075	0.1	0.325	0	17	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	23	3	0	0	0	0	0	0	0	0	0	0	7	2	0	1	0	5	0	0	2	0	2	0	3	0	2	0	16	4	26	0	2	0	0	0	2	0	13	0	0	10	0	4	6	1	0	2	2	3	0	0	2	0	3	2	1	0	0	0	3	0	0	4	1	6	0	0	2	9	0	0	0	17	0	12	0	0	0	4	2	0	0	0	0	0	0	0	214
310	CHATHAM 	2009	12	5/31	31	0.35	0	0.25	0.3	0	10	0	1	0	0	0	3	0	0	0	0	0	0	3	0	0	0	1	1	0	13	4	0	0	0	0	0	0	8	0	0	0	5	1	0	0	0	7	0	0	3	3	4	0	1	0	0	0	5	5	23	1	0	0	0	0	6	4	5	1	0	7	0	5	10	4	4	0	10	4	1	0	0	0	0	1	0	0	0	0	4	0	0	4	0	3	3	1	2	13	0	0	0	11	1	7	0	4	5	0	1	2	0	0	0	0	0	0	215
311	CHATHAM 	2009	13	6/20	51	0.15	0	0.15	0.575	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	0	0	16	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	3	8	58	0	0	0	0	0	0	8	6	0	0	16	1	2	18	1	6	0	21	0	16	0	0	0	1	5	0	0	0	0	0	0	0	0	0	4	0	0	8	20	0	0	2	36	0	10	0	2	3	12	0	0	0	10	3	8	0	0	329
