ROWNUM	COUNTY	YEAR	ROUTE	DATE1	DATE2	HABHM	HABP	HABO	HABB	HABCH	VEHICLES	DCCO	GBHE	GRHE	BLVU	TUVU	CAGO	WODU	MALL	OSPR	SSHA	COHA	acsp	RSHA	BWHA	RTHA	WITU	NOBO	KILL	ROPI	MODO	YBCU	EASO	GHOW	BAOW	CONI	CWWI	WPWI	CHSW	RTHU	BEKI	RHWO	RBWO	DOWO	HAWO	NOFL	PIWO	EAWP	ACFL	WIFL	EAPH	GCFL	EAKI	LOSH	WEVI	YTVI	BHVI	WAVI	REVI	BLJA	AMCR	FICR	PUMA	TRSW	NRWS	CLSW	BARS	CACH	TUTI	WBNU	BHNU	CARW	HOWR	BGGN	EABL	WOTH	AMRO	GRCA	NOMO	BRTH	EUST	CEDW	NOPA	YEWA	YTWA	PIWA	PRAW	BAWW	AMRE	PROW	OVEN	LOWA	KEWA	COYE	HOWA	YBCH	SUTA	SCTA	EATO	CHSP	FISP	GRSP	SOSP	NOCA	BLGR	INBU	DICK	RWBL	EAME	COGR	BHCO	OROR	BAOR	HOFI	AMGO	HOSP	SPX1	SPX2	TOTALRT
103	ORANGE	2006	5	6/24	54	0.325	0.100	0.450	0.125	0.000	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	4	43	43	8	0	0	0	0	0	0	0	2	1	0	7	3	1	1	0	4	0	0	1	0	1	0	0	1	0	0	6	5	24	0	1	0	1	1	16	4	7	2	0	17	0	9	11	2	7	0	14	3	15	0	0	0	0	3	0	0	0	0	0	0	0	1	0	2	1	0	9	17	4	2	0	32	12	12	0	4	3	8	4	3	0	3	1	0	0	0	389
104	ORANGE	2006	6	5/28	28	0.300	0.050	0.100	0.500	0.000	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	9	17	0	0	0	0	0	0	1	1	0	0	0	4	3	0	0	0	2	0	0	0	3	0	0	0	0	0	0	5	2	14	0	0	0	0	0	0	8	14	4	0	11	0	3	20	5	2	4	2	3	0	0	0	0	0	7	1	0	0	0	1	0	0	0	0	2	1	1	8	8	0	0	0	38	2	5	0	0	0	0	7	0	0	6	23	0	0	0	251
105	ORANGE	2006	7	5/21	21	0.025	0.000	0.075	0.775	0.000	34	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	11	0	23	0	0	0	0	0	0	0	2	0	0	0	5	2	0	0	1	5	0	0	2	4	2	0	0	1	0	0	10	0	22	0	0	0	1	0	0	5	10	1	0	27	0	2	10	6	12	0	18	5	9	0	0	0	0	4	1	2	0	0	1	0	0	3	0	2	2	1	3	14	6	0	0	21	4	15	0	8	9	21	2	2	0	4	15	3	1	0	343
106	ORANGE	2006	8	5/21	21	0.275	0.075	0.200	0.425	0.000	20	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	2	0	0	0	9	0	0	0	1	2	0	0	0	2	0	0	1	0	0	0	13	3	29	0	0	0	0	0	0	0	13	0	0	15	0	0	1	1	4	0	3	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	5	3	0	0	0	31	0	8	0	0	5	6	0	0	0	9	1	0	0	0	194
107	ORANGE	2006	9	6/16	47	0.400	0.025	0.150	0.400	0.150	39	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	17	1	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	4	1	0	2	0	0	0	0	0	0	0	8	4	29	0	0	0	0	0	0	11	11	2	0	15	0	3	16	1	0	0	4	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	3	0	3	11	7	0	0	0	30	0	12	0	0	0	6	3	0	0	12	9	0	0	0	248
108	ORANGE	2006	10	6/18	49	0.450	0.050	0.250	0.200	0.000	23	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0	1	8	0	0	0	7	8	0	0	0	1	0	0	2	1	0	0	1	0	0	0	7	7	27	0	0	0	0	0	4	11	22	2	0	26	0	13	8	2	6	0	6	1	2	0	1	0	1	1	4	0	0	0	0	0	0	2	1	4	3	1	12	13	0	0	0	24	6	17	0	1	1	6	4	1	0	3	12	0	0	0	303
109	ORANGE	2006	11	6/26	57	0.150	0.125	0.050	0.600	0.300	11	0	2	2	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	7	1	1	0	0	2	2	0	4	1	0	0	2	0	0	0	7	11	23	0	0	0	0	0	2	11	14	2	2	35	0	13	8	11	0	1	13	0	0	0	0	0	2	14	0	0	0	0	3	0	0	0	0	0	3	1	17	0	0	0	0	52	0	9	0	0	5	5	2	0	0	5	5	0	0	0	333
110	ORANGE	2006	12	5/21	52	0.175	0.075	0.175	0.550	0.000	31	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	8	0	0	0	12	1	0	1	0	1	1	0	2	1	0	0	1	0	0	0	1	4	8	0	0	0	0	0	19	7	12	2	0	31	10	1	2	3	19	3	9	6	4	6	0	0	0	13	0	0	0	0	2	0	0	0	0	0	2	1	25	0	0	0	1	43	5	2	0	0	1	3	0	0	0	2	2	0	0	0	294
111	ORANGE	2006	TOTALSP	X	478	0.217	0.035	0.204	0.340	0.000	272	0	5	2	3	3	46	0	0	0	1	0	0	8	0	2	2	1	15	61	198	46	0	0	1	0	0	2	28	4	1	0	69	30	2	4	4	28	9	0	17	12	4	0	6	5	0	0	83	44	285	1	1	0	2	1	47	65	141	17	2	246	10	53	105	46	64	10	88	25	88	7	1	0	3	59	10	2	0	0	12	0	0	13	1	23	16	15	111	82	18	2	1	365	37	108	0	18	41	99	35	6	0	50	97	6	1	0	3282
112	ORANGE	2006	FREQSP	X	12	X	X	X	X	X	12	0	4	1	2	2	7	0	0	0	1	0	0	5	0	2	1	1	2	5	11	5	0	0	1	0	0	2	8	3	1	0	11	11	2	3	3	10	5	0	8	6	3	0	5	5	0	0	12	11	12	1	1	0	2	1	5	9	12	8	1	12	1	9	12	11	9	5	10	9	8	2	1	0	2	9	5	1	0	0	7	0	0	5	1	8	8	10	12	10	6	1	1	12	8	12	0	7	9	11	10	3	0	11	12	2	1	0	12
113	ORANGE	2007	1	5/26	26	0.175	0.025	0.650	0.125	0.000	20	0	3	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	4	25	1	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	1	0	0	3	1	0	1	0	0	0	6	3	20	0	0	0	0	0	2	1	9	0	0	13	0	1	12	1	1	0	8	3	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	6	3	1	0	15	2	8	0	3	9	9	1	0	0	0	2	0	0	0	210
114	ORANGE	2007	2	5/27	27	0.200	0.050	0.450	0.250	0.000	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	24	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	33	0	0	0	0	0	0	0	8	1	0	13	0	0	9	6	0	0	9	0	10	0	0	0	0	2	0	0	0	0	0	0	0	2	0	3	2	0	0	1	1	0	0	12	1	7	0	0	4	7	0	0	0	0	6	0	0	0	182
115	ORANGE	2007	3	6/17	48	0.150	0.025	0.225	0.575	0.000	33	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	4	0	0	1	2	0	0	0	1	0	0	6	1	20	0	0	0	0	0	1	2	3	1	0	12	0	7	9	4	9	0	3	0	4	0	0	0	0	1	3	0	0	0	1	0	0	2	0	4	1	3	6	12	2	3	0	24	3	9	0	0	4	0	2	2	0	2	3	4	0	0	195
116	ORANGE	2007	4	5/28	28	0.500	0.000	0.100	0.325	0.000	35	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	6	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	4	1	27	0	0	0	0	0	0	2	3	0	0	17	0	7	3	0	1	1	1	1	11	0	2	0	0	1	0	0	0	0	0	0	0	2	2	1	0	0	6	5	0	0	0	26	1	5	0	0	0	0	4	0	0	2	7	0	0	0	173
117	ORANGE	2007	5	6/17	48	0.350	0.100	0.425	0.125	0.000	5	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	2	0	0	30	3	0	0	2	0	0	0	0	1	0	0	7	0	1	0	0	1	0	0	4	2	0	0	0	1	0	0	11	3	20	0	0	0	1	0	7	6	4	1	1	17	0	7	6	4	4	0	9	2	1	0	0	0	0	9	0	0	0	0	2	0	0	2	0	2	0	1	5	21	2	1	0	36	10	15	0	8	1	22	5	1	0	4	2	0	0	0	321
118	ORANGE	2007	6	5/27	27	0.300	0.050	0.100	0.500	0.000	33	0	3	0	16	10	1	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	0	0	0	0	7	0	0	0	4	2	0	0	0	0	0	0	0	2	0	0	1	1	0	0	5	5	26	1	0	0	0	0	1	7	4	1	3	4	1	9	6	12	9	0	9	2	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	4	0	9	21	0	0	0	30	2	2	0	0	0	0	1	0	0	7	4	0	0	0	255
119	ORANGE	2007	7	5/21	21	0.025	0.000	0.200	0.575	0.350	28	0	1	0	0	0	4	0	0	0	0	0	0	1	0	1	1	3	4	0	20	1	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	5	0	0	4	2	3	0	1	0	0	0	11	2	18	0	0	0	0	0	0	7	12	0	0	25	1	0	10	8	15	0	18	1	0	0	0	0	0	4	1	0	0	0	2	0	0	8	0	1	1	0	6	4	9	0	0	29	0	6	0	4	6	13	1	5	0	3	7	1	0	0	298
120	ORANGE	2007	8	5/20	20	0.250	0.075	0.225	0.375	0.025	18	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	2	40	0	0	0	0	0	0	0	12	0	0	20	0	0	8	9	2	0	9	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	2	3	2	1	2	2	1	0	0	16	0	5	0	2	0	3	0	0	0	0	1	0	0	0	179
121	ORANGE	2007	9	6/26	57	0.250	0.125	0.175	0.400	0.000	46	0	0	0	4	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	4	3	0	0	3	0	1	0	1	0	0	0	0	0	0	0	10	10	34	0	0	0	0	0	0	7	5	4	0	17	0	6	6	3	4	0	9	1	1	0	2	0	0	2	1	0	0	0	2	0	0	0	0	5	0	0	13	6	0	0	0	20	1	2	0	0	0	1	0	0	0	4	0	0	0	0	207
122	ORANGE	2007	10	6/10	41	0.450	0.050	0.250	0.200	0.000	40	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	9	0	0	0	0	0	0	0	3	1	0	0	5	3	0	0	0	1	1	0	3	1	1	0	2	2	0	0	12	6	34	1	0	0	1	0	2	3	21	0	0	21	0	11	9	4	7	0	8	2	4	0	1	1	1	6	2	0	0	0	0	0	0	2	0	4	2	2	6	15	0	0	0	27	7	14	0	3	2	11	3	0	0	13	10	0	0	0	314
123	ORANGE	2007	11	6/16	47	0.225	0.150	0.100	0.500	0.000	11	0	2	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	4	1	0	6	0	0	0	3	0	0	0	8	14	23	0	0	0	0	0	0	6	12	2	2	22	0	4	9	9	0	0	9	0	0	0	0	0	2	7	0	0	0	0	2	0	0	0	0	0	1	2	10	0	0	0	0	30	0	2	0	0	3	5	0	0	0	2	11	0	0	0	247
124	ORANGE	2007	12	6/10	41	0.175	0.100	0.175	0.525	0.000	30	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	2	0	0	2	2	0	0	0	0	0	0	1	3	10	2	0	0	1	0	8	3	15	4	0	33	7	2	21	6	29	4	3	4	8	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	2	0	21	7	0	0	0	60	5	10	0	0	0	19	1	0	0	3	2	0	0	0	329
125	ORANGE	2007	TOTALSP	X	430	0.215	0.040	0.233	0.298	0.031	308	0	10	1	20	12	35	0	1	0	0	1	0	6	0	3	2	7	5	9	176	9	0	0	3	0	0	0	19	2	0	0	66	13	1	0	5	19	4	0	22	16	5	0	9	6	0	0	94	50	305	4	0	0	3	0	21	44	108	14	6	214	9	54	108	66	81	5	95	16	60	0	5	1	3	50	7	0	0	0	11	0	0	20	4	26	15	9	85	100	18	5	0	325	32	85	0	20	29	90	18	8	0	40	55	5	0	0	2910
126	ORANGE	2007	FREQSP	X	12	X	X	X	X	X	12	0	5	1	2	2	6	0	1	0	0	1	0	3	0	2	2	3	2	3	12	5	0	0	2	0	0	0	5	2	0	0	12	6	1	0	3	8	4	0	8	9	3	0	6	5	0	0	12	11	12	3	0	0	3	0	6	10	12	7	3	12	3	9	12	11	10	2	12	8	9	0	3	1	2	11	4	0	0	0	6	0	0	8	2	10	8	5	11	11	6	3	0	12	9	12	0	5	7	9	8	3	0	9	11	2	0	0	12
127	ORANGE	2008	1	6/15	46	0.175	0.025	0.650	0.125	0.025	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1	24	1	0	0	0	0	0	1	0	0	0	0	7	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	2	1	23	0	1	0	0	0	5	0	10	1	0	10	0	0	12	2	3	0	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	7	2	1	0	16	6	4	0	2	2	2	1	1	0	9	2	0	0	0	187
128	ORANGE	2008	2	6/6	37	0.350	0.025	0.350	0.250	0.000	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	10	3	0	0	1	0	0	0	1	0	0	0	6	0	0	0	0	2	2	0	2	1	0	0	0	0	0	0	7	1	16	0	0	0	0	0	0	0	15	1	0	11	0	0	6	7	4	0	8	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	5	0	2	5	2	0	0	20	0	8	0	2	1	3	1	0	0	2	0	0	1	0	163
129	ORANGE	2008	3	6/1	32	0.150	0.025	0.225	0.575	0.000	24	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	10	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	4	5	26	0	0	0	0	0	0	5	9	2	1	10	1	8	13	1	9	1	10	2	2	0	0	0	0	0	1	0	0	0	3	0	0	3	0	2	0	2	6	12	2	1	0	19	5	9	0	2	4	11	1	0	0	0	3	6	0	0	224
130	ORANGE	2008	4	5/25	25	0.500	0.000	0.100	0.325	0.000	16	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	6	2	28	0	0	0	0	0	0	3	8	0	0	9	1	5	1	0	2	2	6	0	4	0	1	0	0	4	2	0	0	0	0	0	0	1	0	1	1	0	6	3	0	0	0	21	0	6	0	0	0	7	0	0	0	1	4	0	0	0	160
131	ORANGE	2008	5	6/7	38	0.350	0.100	0.425	0.125	0.000	6	0	1	0	0	0	19	1	0	0	0	0	0	1	0	0	0	2	1	32	41	0	0	0	0	0	0	0	9	2	0	0	7	1	1	0	0	5	0	0	2	3	0	0	0	1	0	0	5	4	31	0	1	0	1	0	11	7	12	1	3	14	0	12	9	3	3	0	11	2	1	0	1	0	0	10	0	0	0	0	1	1	0	3	0	2	3	0	7	20	5	5	0	33	8	8	0	10	6	10	5	2	0	11	12	0	1	0	424
132	ORANGE	2008	6	5/18	18	0.250	0.050	0.100	0.575	0.000	51	0	0	0	4	4	4	0	0	0	0	0	0	1	0	0	0	0	0	5	14	0	0	0	0	0	0	2	3	0	0	0	5	3	0	1	2	0	0	0	1	2	0	0	0	0	0	0	3	0	23	1	0	0	0	0	0	5	5	2	4	7	0	3	11	5	9	0	8	1	1	0	0	0	1	7	0	0	0	0	0	0	0	0	0	3	2	0	15	13	0	0	0	19	1	5	0	0	0	0	3	0	0	2	13	0	0	4	227
133	ORANGE	2008	7	5/21	21	0.025	0.000	0.075	0.775	0.000	24	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	23	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	3	0	0	5	3	0	0	0	1	0	0	15	6	18	0	0	0	1	0	1	7	17	2	2	12	0	0	13	5	15	1	14	4	7	0	0	0	0	4	0	0	0	0	3	0	0	3	0	4	3	0	7	9	10	0	0	26	2	13	0	0	15	31	4	2	0	3	9	0	0	0	337
134	ORANGE	2008	8	6/1	32	0.400	0.025	0.425	0.275	0.000	9	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	21	0	0	0	0	0	0	0	5	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	39	0	0	0	0	0	0	2	17	0	0	8	0	0	8	3	6	0	9	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	2	2	0	2	1	0	0	0	22	0	10	0	0	2	9	2	0	0	0	3	1	0	0	190
135	ORANGE	2008	9	6/27	58	0.250	0.125	0.150	0.425	0.000	33	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	3	0	0	0	8	4	0	0	0	2	2	0	3	0	1	0	0	0	0	0	17	7	44	0	0	0	0	0	2	12	16	0	0	10	0	7	4	2	4	1	11	0	5	0	1	0	0	5	0	0	0	0	0	0	0	1	1	9	1	1	8	13	0	0	0	27	0	8	0	1	1	1	0	0	0	4	1	0	0	0	263
136	ORANGE	2008	10	6/1	32	0.450	0.050	0.250	0.200	0.000	35	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	1	5	11	0	0	0	0	0	0	0	1	0	0	0	11	5	0	0	0	3	2	0	1	1	0	0	3	2	0	0	8	6	26	3	0	0	0	0	2	14	30	2	0	21	0	10	7	1	5	0	6	3	4	0	1	0	1	8	3	0	0	0	1	0	0	2	0	2	3	0	11	9	0	0	0	25	5	9	0	0	4	8	2	0	0	25	7	0	0	0	369
137	ORANGE	2008	11	6/7	38	0.225	0.150	0.100	0.500	0.000	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	7	13	32	0	0	0	0	0	0	8	10	4	2	22	0	4	15	11	1	0	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	10	0	0	0	0	43	0	5	0	0	4	0	0	0	0	0	0	0	0	0	238
138	ORANGE	2008	12	6/8	39	0.150	0.200	0.125	0.525	0.000	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	5	0	0	0	12	2	0	0	0	1	0	0	0	1	1	0	1	1	0	0	1	2	9	4	0	0	2	0	9	6	17	0	0	38	6	0	8	4	11	10	10	0	3	0	0	0	0	11	0	0	0	0	2	0	0	0	0	0	1	2	25	6	0	0	0	56	6	3	0	0	2	10	7	1	0	12	4	0	0	0	321
139	ORANGE	2008	TOTALSP	X	416	0.233	0.042	0.227	0.313	0.025	255	0	1	0	4	4	81	1	2	0	0	0	0	7	0	1	3	4	10	43	208	4	0	0	1	0	0	3	34	2	0	0	78	15	1	3	3	19	7	0	16	12	3	0	7	8	0	0	78	47	315	8	2	0	4	0	30	69	166	15	12	172	8	49	107	44	72	15	110	14	33	0	4	0	2	49	6	0	0	0	16	1	0	14	1	29	23	6	101	98	21	7	0	327	33	88	0	17	41	92	26	6	0	69	58	7	2	4	3103
140	ORANGE	2008	FREQSP	X	12	X	X	X	X	X	12	0	1	0	1	1	6	1	1	0	0	0	0	5	0	1	2	3	5	4	12	2	0	0	1	0	0	2	10	1	0	0	12	5	1	2	2	8	4	0	8	7	3	0	4	6	0	0	12	10	12	3	2	0	3	0	6	10	12	8	5	12	3	7	12	11	12	5	12	7	9	0	4	0	2	7	3	0	0	0	8	1	0	7	1	10	11	4	12	11	5	3	0	12	7	12	0	5	10	10	9	4	0	9	10	2	2	1	12
141	ORANGE	2009	1	6/7	38	0.175	0.025	0.600	0.125	0.025	8	0	3	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	24	3	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	3	1	24	0	5	0	0	0	10	0	10	1	0	9	0	0	9	4	8	0	5	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	12	6	4	0	0	10	7	0	0	0	6	0	0	0	0	202
142	ORANGE	2009	2	6/3	34	0.300	0.000	0.375	0.200	0.000	53	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	3	2	1	0	0	0	0	0	11	3	16	0	0	0	0	0	0	0	13	0	0	12	0	0	10	4	0	0	6	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	2	1	0	0	0	15	0	6	0	1	1	6	0	1	0	0	0	0	0	0	143
143	ORANGE	2009	3	6/1	32	0.150	0.025	0.225	0.575	0.000	25	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	6	1	0	0	9	3	0	0	0	2	0	0	2	0	0	0	0	2	0	0	4	3	18	0	0	0	0	0	0	5	7	0	0	9	0	9	15	2	10	1	8	7	15	0	0	0	0	2	0	0	0	0	2	0	0	2	0	3	2	0	6	12	2	0	0	17	1	10	0	1	10	6	7	0	0	0	9	1	0	0	252
144	ORANGE	2009	4	5/24	24	0.500	0.000	0.100	0.325	0.000	22	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	5	0	18	0	0	0	0	0	0	3	13	1	0	21	2	4	4	0	3	2	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	0	4	2	0	0	0	27	2	4	0	0	0	0	2	0	0	0	0	0	0	0	155
145	ORANGE	2009	5	6/20	50	0.350	0.100	0.425	0.125	0.000	10	0	0	2	1	1	4	1	2	0	0	0	0	0	0	0	0	0	3	37	35	1	0	0	1	0	0	0	3	0	1	0	8	1	2	1	0	4	1	0	1	3	3	0	0	1	0	0	6	5	28	1	2	0	0	0	29	5	10	0	0	20	0	9	12	5	12	0	9	3	10	0	1	0	0	4	0	0	0	0	2	0	0	3	0	3	1	0	5	20	4	6	0	23	7	11	0	3	3	33	0	3	0	2	7	0	0	0	424
146	ORANGE	2009	6	6/7	38	0.225	0.050	0.075	0.600	0.050	33	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	15	1	0	0	0	0	0	0	12	0	0	0	5	4	0	0	0	0	1	0	3	2	0	0	2	0	0	0	1	0	12	0	0	0	5	0	0	12	6	1	1	11	0	1	9	1	5	1	2	1	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	3	0	0	13	12	0	0	0	20	0	3	0	0	0	1	0	0	0	5	9	0	0	0	191
147	ORANGE	2009	7	5/31	31	0.025	0.000	0.200	0.525	0.000	20	0	0	0	2	3	1	0	0	0	0	0	0	1	0	0	0	0	3	0	23	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	1	1	0	0	1	2	0	0	0	0	0	0	7	5	18	0	0	0	1	0	0	2	9	0	0	17	0	1	6	5	20	0	10	2	4	0	0	0	0	5	0	0	0	0	0	0	0	7	0	0	3	0	6	8	7	0	0	22	0	11	0	0	10	18	3	2	0	3	0	0	0	0	258
148	ORANGE	2009	8	5/29	29	0.250	0.025	0.200	0.475	0.025	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	9	0	0	0	3	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	4	3	21	0	0	0	0	0	0	0	12	1	0	21	0	0	6	1	3	0	9	2	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	1	3	0	0	0	13	0	4	0	0	1	12	2	0	0	0	0	0	0	0	160
149	ORANGE	2009	9	6/28	59	0.400	0.025	0.150	0.400	0.000	18	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	17	2	0	0	2	0	0	0	0	0	0	0	9	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	10	4	39	0	0	0	0	0	0	11	4	1	0	8	0	3	10	0	6	0	7	2	4	0	1	0	0	2	3	0	0	0	2	0	0	0	2	8	0	1	5	11	0	0	0	27	0	7	0	0	1	2	0	0	0	3	1	0	0	0	228
150	ORANGE	2009	10	6/7	38	0.450	0.050	0.250	0.200	0.000	12	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	2	4	5	1	0	0	0	0	0	1	7	0	0	0	10	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	9	2	33	0	0	0	0	0	0	9	18	0	1	21	0	17	2	0	7	0	1	3	2	0	3	0	1	5	0	0	0	0	0	0	0	0	0	1	1	0	4	11	0	0	0	25	2	9	0	2	1	4	4	0	0	6	6	0	0	0	249
151	ORANGE	2009	11	6/13	44	0.150	0.150	0.050	0.625	0.000	18	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	7	13	32	0	0	0	0	0	0	8	10	4	2	22	0	4	15	11	1	0	9	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	1	11	0	0	0	0	34	0	5	0	0	3	0	0	0	0	0	0	0	0	0	215
152	ORANGE	2009	12	7/5	66	0.150	0.175	0.150	0.525	0.000	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	3	1	4	0	0	0	0	0	0	0	2	3	0	29	4	0	22	5	18	7	11	4	4	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	4	3	28	4	0	0	0	54	5	2	0	0	0	3	0	1	0	16	3	0	0	0	271
153	ORANGE	2009	TOTALSP	X	483	0.260	0.052	0.233	0.392	0.008	277	0	4	3	9	6	24	1	2	0	0	0	0	6	0	1	2	0	8	45	199	8	0	0	3	0	0	1	44	1	1	0	77	11	2	1	2	15	6	0	16	14	4	0	4	5	0	0	70	40	263	1	7	0	6	0	39	55	114	12	4	200	6	48	120	38	93	11	82	29	51	0	5	0	1	33	4	0	0	1	9	0	0	13	3	24	18	5	85	84	13	7	0	289	23	76	0	7	40	92	18	7	0	41	35	1	0	0	2748
154	ORANGE	2009	FREQSP	X	12	X	X	X	X	X	12	0	2	2	4	3	7	1	1	0	0	0	0	4	0	1	2	0	3	3	12	5	0	0	2	0	0	1	9	1	1	0	11	4	1	1	2	9	6	0	8	7	2	0	2	4	0	0	12	10	12	1	2	0	2	0	2	8	12	7	3	12	2	8	12	9	11	4	12	10	9	0	3	0	1	10	2	0	0	1	5	0	0	4	2	8	9	3	11	10	3	2	0	12	6	12	0	4	9	10	5	4	0	7	6	1	0	0	12
